daisy1	87.98447687224666	88.9554606277533	88.46996874999998
daisy2	86.80419525065962	86.9524050131926	86.8783001319261
daisy3	62.689884117246045	69.13271370143156	65.9112989093388
daisy4	70.2920910160845	75.99552098862299	73.14380600235374
jazz1	68.92818055555553	70.87927916666666	69.9037298611111
jazz2	62.13552760045058	65.42850619601954	63.782016898235064
jazz3	79.85050078247251	83.76323943661973	81.80687010954611
jazz4	75.49926139642244	82.14303173687247	78.82114656664746
midi1	35.68980084490026	50.2524444779723	42.97112266143628
midi2	73.73122249388751	73.92335277680752	73.82728763534752
midi3	56.837534277879314	58.01112202925043	57.424328153564865
midi4	55.01802083962556	66.54615919661735	60.78209001812145
opera_fem2	63.81949927953889	67.47690489913543	65.64820208933716
opera_fem4	69.37549853984147	70.50419774718398	69.93984814351272
opera_male3	36.33335171213007	42.5914683691237	39.462410040626885
opera_male5	44.388542266422554	57.80990787751895	51.09922507197075
pop1	53.83406697341518	54.8280789877301	54.33107298057264
pop2	54.28699104477611	59.117872537313424	56.702431791044766
pop3	69.81806264501155	72.34146374709977	71.07976319605567
pop4	74.14819887429641	76.36965987670867	75.25892937550253
Average	64.07324536914315	68.65113946948203	66.36219241931256
