daisy1	87.62634636563875	88.52481828193831	88.07558232378851
daisy2	86.80419525065962	86.9524050131926	86.8783001319261
daisy3	59.74565780504424	65.0687174505795	62.40718762781186
daisy4	69.30776775205939	74.75767869752843	72.03272322479391
jazz1	65.29944097222221	66.59146909722224	65.94545503472223
jazz2	60.62078107397669	63.50231468268871	62.0615478783327
jazz3	78.27090766823152	81.91159311424101	80.09125039123627
jazz4	72.01116560877097	78.44184420080785	75.22650490478941
midi1	34.98076342788157	49.359090826795466	42.16992712733851
midi2	71.84686692280826	71.97321585749211	71.91004139015018
midi3	56.11906764168189	57.07417184643505	56.596619744058465
midi4	53.92482784657214	63.383122923588026	58.65397538508009
opera_fem2	62.842514409221884	66.13652377521612	64.48951909221901
opera_fem4	68.31385899040467	69.29266082603253	68.80325990821859
opera_male3	34.145789320951856	39.56701886244928	36.85640409170057
opera_male5	43.898089505365235	56.57466841141058	50.23637895838791
pop1	51.133139059304746	51.73641053169738	51.43477479550106
pop2	52.692901492537295	57.142183283582106	54.9175423880597
pop3	68.5063225058004	70.84849883990721	69.6774106728538
pop4	71.41007504690431	73.4883621013133	72.44921857410881
Average	62.47502393330187	66.61633843120589	64.54568118225387
